library_ID,collection_date,depth,lat_lon,source_material_id,title,sra_accession,biosample_accession,bioproject_accession,collection_method,size_frac,design_description,geo_loc_name,samp_collect_device,samp_mat_process,samp_size,samp_store_temp
QMIC2037_COI_QU39-2017,2017-04-11,30,50.0307 N 125.0992 W,QMIC2037,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364503,SAMN44770546,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2038_COI_QU39-2017,2017-04-11,100,50.0307 N 125.0992 W,QMIC2038,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364502,SAMN44770547,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2039_COI_QU39-2017,2017-04-11,260,50.0307 N 125.0992 W,QMIC2039,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364501,SAMN44770548,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2045_COI_QU39-2017,2017-04-20,0,50.0307 N 125.0992 W,QMIC2045,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364500,SAMN44770549,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2046_COI_QU39-2017,2017-04-20,5,50.0307 N 125.0992 W,QMIC2046,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364499,SAMN44770550,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2047_COI_QU39-2017,2017-04-20,30,50.0307 N 125.0992 W,QMIC2047,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364498,SAMN44770551,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2048_COI_QU39-2017,2017-04-20,100,50.0307 N 125.0992 W,QMIC2048,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364497,SAMN44770552,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2049_COI_QU39-2017,2017-04-20,260,50.0307 N 125.0992 W,QMIC2049,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364495,SAMN44770553,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2055_COI_QU39-2017,2017-04-24,0,50.0307 N 125.0992 W,QMIC2055,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364494,SAMN44770554,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2056_COI_QU39-2017,2017-04-24,5,50.0307 N 125.0992 W,QMIC2056,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364493,SAMN44770555,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2057_COI_QU39-2017,2017-04-24,30,50.0307 N 125.0992 W,QMIC2057,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364492,SAMN44770556,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2058_COI_QU39-2017,2017-04-24,100,50.0307 N 125.0992 W,QMIC2058,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364491,SAMN44770557,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2059_COI_QU39-2017,2017-04-24,260,50.0307 N 125.0992 W,QMIC2059,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364490,SAMN44770558,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2065_COI_QU39-2017,2017-05-02,0,50.0307 N 125.0992 W,QMIC2065,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364489,SAMN44770559,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2066_COI_QU39-2017,2017-05-02,5,50.0307 N 125.0992 W,QMIC2066,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364488,SAMN44770560,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2067_COI_QU39-2017,2017-05-02,30,50.0307 N 125.0992 W,QMIC2067,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364487,SAMN44770561,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2068_COI_QU39-2017,2017-05-02,100,50.0307 N 125.0992 W,QMIC2068,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364486,SAMN44770562,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2069_COI_QU39-2017,2017-05-02,260,50.0307 N 125.0992 W,QMIC2069,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364484,SAMN44770563,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2075_COI_QU39-2017,2017-05-08,0,50.0307 N 125.0992 W,QMIC2075,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364621,SAMN44770564,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2076_COI_QU39-2017,2017-05-08,5,50.0307 N 125.0992 W,QMIC2076,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364619,SAMN44770565,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2077_COI_QU39-2017,2017-05-08,30,50.0307 N 125.0992 W,QMIC2077,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364618,SAMN44770566,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2078_COI_QU39-2017,2017-05-08,100,50.0307 N 125.0992 W,QMIC2078,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364617,SAMN44770567,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2079_COI_QU39-2017,2017-05-08,260,50.0307 N 125.0992 W,QMIC2079,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364616,SAMN44770568,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2085_COI_QU39-2017,2017-05-17,0,50.0307 N 125.0992 W,QMIC2085,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364615,SAMN44770569,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2086_COI_QU39-2017,2017-05-17,5,50.0307 N 125.0992 W,QMIC2086,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364614,SAMN44770570,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2087_COI_QU39-2017,2017-05-17,30,50.0307 N 125.0992 W,QMIC2087,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364613,SAMN44770571,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2088_COI_QU39-2017,2017-05-17,100,50.0307 N 125.0992 W,QMIC2088,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364612,SAMN44770572,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,1900 ml,-80
QMIC2089_COI_QU39-2017,2017-05-17,260,50.0307 N 125.0992 W,QMIC2089,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364610,SAMN44770573,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2095_COI_QU39-2017,2017-05-29,0,50.0307 N 125.0992 W,QMIC2095,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364609,SAMN44770574,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2096_COI_QU39-2017,2017-05-29,5,50.0307 N 125.0992 W,QMIC2096,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364608,SAMN44770575,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2097_COI_QU39-2017,2017-05-29,30,50.0307 N 125.0992 W,QMIC2097,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364607,SAMN44770576,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,1900 ml,-80
QMIC2098_COI_QU39-2017,2017-05-29,100,50.0307 N 125.0992 W,QMIC2098,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364606,SAMN44770577,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2099_COI_QU39-2017,2017-05-29,260,50.0307 N 125.0992 W,QMIC2099,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364605,SAMN44770578,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2102_COI_QU39-2017,2017-06-05,30,50.0307 N 125.0992 W,QMIC2102,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364604,SAMN44770579,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2105_COI_QU39-2017,2017-06-05,0,50.0307 N 125.0992 W,QMIC2105,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364603,SAMN44770580,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2106_COI_QU39-2017,2017-06-05,5,50.0307 N 125.0992 W,QMIC2106,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364602,SAMN44770581,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2108_COI_QU39-2017,2017-06-05,100,50.0307 N 125.0992 W,QMIC2108,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364601,SAMN44770582,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,1900 ml,-80
QMIC2109_COI_QU39-2017,2017-06-05,260,50.0307 N 125.0992 W,QMIC2109,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364599,SAMN44770583,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2115_COI_QU39-2017,2017-06-12,0,50.0307 N 125.0992 W,QMIC2115,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364598,SAMN44770584,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2116_COI_QU39-2017,2017-06-12,5,50.0307 N 125.0992 W,QMIC2116,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364597,SAMN44770585,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2117_COI_QU39-2017,2017-06-12,30,50.0307 N 125.0992 W,QMIC2117,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364596,SAMN44770586,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2118_COI_QU39-2017,2017-06-12,100,50.0307 N 125.0992 W,QMIC2118,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364595,SAMN44770587,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
QMIC2119_COI_QU39-2017,2017-06-12,260,50.0307 N 125.0992 W,QMIC2119,COI metbarcoding targeting Marine Innvertebrates in a Seawater Metagenome from Northern Strait of Georgia BC,SRR31364594,SAMN44770588,PRJNA1141475,Sterivex Seawater filtration: https://dx.doi.org/10.17504/protocols.io.rm7vzjxrrlx1/v1,0.22 micrometer,COI Gene Metabarcoding: https://dx.doi.org/10.17504/protocols.io.261ge5d7yg47/v1,Canada: British Columbia,Niskin Bottle,DNA Extraction from 0.22 micrometer Sterivex Filters - Phenol Chloroform: https://dx.doi.org/10.17504/protocols.io.14egn63oql5d/v1,2000 ml,-80
